id,name,ability,type,classfication,hp,attack,defense,sp_attack,sp_defense,speed,pokedex_number,capture_rate,height_m,weight_kg,generation,is_legendary,percentage_male,experience_growth,image
277,Swellow,Guts,normal,Swallow Pokemon,60,85,60,75,50,125,277,45,0.7,19.8,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
278,Wingull,Keen Eye,water,Seagull Pokemon,40,30,30,55,30,85,278,190,0.6,9.5,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
279,Pelipper,Keen Eye,water,Water Bird Pokemon,60,50,100,95,70,65,279,45,1.2,28,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
280,Ralts,Synchronize,psychic,Feeling Pokemon,28,25,25,45,35,40,280,235,0.4,6.6,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
281,Kirlia,Synchronize,psychic,Emotion Pokemon,38,35,35,65,55,50,281,120,0.8,20.2,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
282,Gardevoir,Synchronize,psychic,Embrace Pokemon,68,85,65,165,135,100,282,45,1.6,48.4,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
283,Surskit,Swift Swim,bug,Pond Skater Pokemon,40,30,32,50,52,65,283,200,0.5,1.7,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
284,Masquerain,Intimidate,bug,Eyeball Pokemon,70,60,62,100,82,80,284,75,0.8,3.6,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
285,Shroomish,Effect Spore,grass,Mushroom Pokemon,60,40,60,40,60,35,285,255,0.4,4.5,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
286,Breloom,Effect Spore,grass,Mushroom Pokemon,60,130,80,60,60,70,286,90,1.2,39.2,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
287,Slakoth,Truant,normal,Slacker Pokemon,60,60,60,35,35,30,287,255,0.8,24,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
288,Vigoroth,Vital Spirit,normal,Wild Monkey Pokemon,80,80,80,55,55,90,288,120,1.4,46.5,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
289,Slaking,Truant,normal,Lazy Pokemon,150,160,100,95,65,100,289,45,2,130.5,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
290,Nincada,Compoundeyes,bug,Trainee Pokemon,31,45,90,30,30,40,290,255,0.5,5.5,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
291,Ninjask,Speed Boost,bug,Ninja Pokemon,61,90,45,50,50,160,291,120,0.8,12,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
292,Shedinja,Wonder Guard,bug,Shed Pokemon,1,90,45,30,30,40,292,45,0.8,1.2,3,0,,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
293,Whismur,Soundproof,normal,Whisper Pokemon,64,51,23,51,23,28,293,190,0.6,16.3,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
294,Loudred,Soundproof,normal,Big Voice Pokemon,84,71,43,71,43,48,294,120,1,40.5,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
295,Exploud,Soundproof,normal,Loud Noise Pokemon,104,91,63,91,73,68,295,45,1.5,84,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
296,Makuhita,Thick Fat,fighting,Guts Pokemon,72,60,30,20,30,25,296,180,1,86.4,3,0,75.4,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
297,Hariyama,Thick Fat,fighting,Arm Thrust Pokemon,144,120,60,40,60,50,297,200,2.3,253.8,3,0,75.4,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
298,Azurill,Thick Fat,normal,Polka Dot Pokemon,50,20,40,20,40,20,298,150,0.2,2,3,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
299,Nosepass,Sturdy,rock,Compass Pokemon,30,45,135,45,90,30,299,255,1,97,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
300,Skitty,Cute Charm,normal,Kitten Pokemon,50,45,45,35,35,50,300,255,0.6,11,3,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
301,Delcatty,Cute Charm,normal,Prim Pokemon,70,65,65,55,55,90,301,60,1.1,32.6,3,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
302,Sableye,Keen Eye,dark,Darkness Pokemon,50,85,125,85,115,20,302,45,0.5,11,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
303,Mawile,Hyper Cutter,steel,Deceiver Pokemon,50,105,125,55,95,50,303,45,0.6,11.5,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
304,Aron,Sturdy,steel,Iron Armor Pokemon,50,70,100,40,40,30,304,180,0.4,60,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
305,Lairon,Sturdy,steel,Iron Armor Pokemon,60,90,140,50,50,40,305,90,0.9,120,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
306,Aggron,Sturdy,steel,Iron Armor Pokemon,70,140,230,60,80,50,306,45,2.1,360,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
307,Meditite,Pure Power,fighting,Meditate Pokemon,30,40,55,40,55,60,307,180,0.6,11.2,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
308,Medicham,Pure Power,fighting,Meditate Pokemon,60,100,85,80,85,100,308,90,1.3,31.5,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
309,Electrike,Static,electric,Lightning Pokemon,40,45,40,65,40,65,309,120,0.6,15.2,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
310,Manectric,Static,electric,Discharge Pokemon,70,75,80,135,80,135,310,45,1.5,40.2,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
311,Plusle,Plus,electric,Cheering Pokemon,60,50,40,85,75,95,311,200,0.4,4.2,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
312,Minun,Minus,electric,Cheering Pokemon,60,40,50,75,85,95,312,200,0.4,4.2,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
313,Volbeat,Illuminate,bug,Firefly Pokemon,65,73,75,47,85,85,313,150,0.7,17.7,3,0,100,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
314,Illumise,Oblivious,bug,Firefly Pokemon,65,47,75,73,85,85,314,150,0.6,17.7,3,0,0,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
315,Roselia,Natural Cure,grass,Thorn Pokemon,50,60,45,100,80,65,315,150,0.3,2,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
316,Gulpin,Liquid Ooze,poison,Stomach Pokemon,70,43,53,43,53,40,316,225,0.4,10.3,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
317,Swalot,Liquid Ooze,poison,Poison Bag Pokemon,100,73,83,73,83,55,317,75,1.7,80,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
318,Carvanha,Rough Skin,water,Savage Pokemon,45,90,20,65,20,65,318,225,0.8,20.8,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
319,Sharpedo,Rough Skin,water,Brutal Pokemon,70,140,70,110,65,105,319,60,1.8,88.8,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png
320,Wailmer,Water Veil,water,Ball Whale Pokemon,130,70,35,70,35,60,320,125,2,130,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png
321,Wailord,Water Veil,water,Float Whale Pokemon,170,90,45,90,45,60,321,60,14.5,398,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png
322,Numel,Oblivious,fire,Numb Pokemon,60,60,40,65,45,35,322,255,0.7,24,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png
323,Camerupt,Magma Armor,fire,Eruption Pokemon,70,120,100,145,105,20,323,150,1.9,220,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png
324,Torkoal,White Smoke,fire,Coal Pokemon,70,85,140,85,70,20,324,90,0.5,80.4,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png
325,Spoink,Thick Fat,psychic,Bounce Pokemon,60,25,35,70,80,60,325,255,0.7,30.6,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png
326,Grumpig,Thick Fat,psychic,Manipulate Pokemon,80,45,65,90,110,80,326,60,0.9,71.5,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
327,Spinda,Own Tempo,normal,Spot Panda Pokemon,60,60,60,60,60,60,327,255,1.1,5,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png
328,Trapinch,Hyper Cutter,ground,Ant Pit Pokemon,45,100,45,45,45,10,328,255,0.7,15,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png
329,Vibrava,Levitate,ground,Vibration Pokemon,50,70,50,50,50,70,329,120,1.1,15.3,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png
330,Flygon,Levitate,ground,Mystic Pokemon,80,100,80,80,80,100,330,45,2,82,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
331,Cacnea,Sand Veil,grass,Cactus Pokemon,50,85,40,85,40,35,331,190,0.4,51.3,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png
332,Cacturne,Sand Veil,grass,Scarecrow Pokemon,70,115,60,115,60,55,332,60,1.3,77.4,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png
333,Swablu,Natural Cure,normal,Cotton Bird Pokemon,45,40,60,40,75,50,333,255,0.4,1.2,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png
334,Altaria,Natural Cure,dragon,Humming Pokemon,75,110,110,110,105,80,334,45,1.1,20.6,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png
335,Zangoose,Immunity,normal,Cat Ferret Pokemon,73,115,60,60,60,90,335,90,1.3,40.3,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png
336,Seviper,Shed Skin,poison,Fang Snake Pokemon,73,100,60,100,60,65,336,90,2.7,52.5,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
337,Lunatone,Levitate,rock,Meteorite Pokemon,90,55,65,95,85,70,337,45,1,168,3,0,,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
338,Solrock,Levitate,rock,Meteorite Pokemon,90,95,85,55,65,70,338,45,1.2,154,3,0,,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
339,Barboach,Oblivious,water,Whiskers Pokemon,50,48,43,46,41,60,339,190,0.4,1.9,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
340,Whiscash,Oblivious,water,Whiskers Pokemon,110,78,73,76,71,60,340,75,0.9,23.6,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
341,Corphish,Hyper Cutter,water,Ruffian Pokemon,43,80,65,50,35,35,341,205,0.6,11.5,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
342,Crawdaunt,Hyper Cutter,water,Rogue Pokemon,63,120,85,90,55,55,342,155,1.1,32.8,3,0,50,1640000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
343,Baltoy,Levitate,ground,Clay Doll Pokemon,40,40,55,40,70,55,343,255,0.5,21.5,3,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
344,Claydol,Levitate,ground,Clay Doll Pokemon,60,70,105,70,120,75,344,90,1.5,108,3,0,,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
345,Lileep,Suction Cups,rock,Sea Lily Pokemon,66,41,77,61,87,23,345,45,1,23.8,3,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
346,Cradily,Suction Cups,rock,Barnacle Pokemon,86,81,97,81,107,43,346,45,1.5,60.4,3,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
347,Anorith,Battle Armor,rock,Old Shrimp Pokemon,45,95,50,40,50,75,347,45,0.7,12.5,3,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
348,Armaldo,Battle Armor,rock,Plate Pokemon,75,125,100,70,80,45,348,45,1.5,68.2,3,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
349,Feebas,Swift Swim,water,Fish Pokemon,20,15,20,10,55,80,349,255,0.6,7.4,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
350,Milotic,Marvel Scale,water,Tender Pokemon,95,60,79,100,125,81,350,60,6.2,162,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
351,Castform,Forecast,normal,Weather Pokemon,70,70,70,70,70,70,351,45,0.3,0.8,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
352,Kecleon,Color Change,normal,Color Swap Pokemon,60,90,70,60,120,40,352,200,1,22,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
353,Shuppet,Insomnia,ghost,Puppet Pokemon,44,75,35,63,33,45,353,225,0.6,2.3,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
354,Banette,Insomnia,ghost,Marionette Pokemon,64,165,75,93,83,75,354,45,1.1,12.5,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
355,Duskull,Levitate,ghost,Requiem Pokemon,20,40,90,30,90,25,355,190,0.8,15,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
356,Dusclops,Pressure,ghost,Beckon Pokemon,40,70,130,60,130,25,356,90,1.6,30.6,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
357,Tropius,Chlorophyll,grass,Fruit Pokemon,99,68,83,72,87,51,357,200,2,100,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
358,Chimecho,Levitate,psychic,Wind Chime Pokemon,75,50,80,95,90,65,358,45,0.6,1,3,0,50,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
359,Absol,Pressure,dark,Disaster Pokemon,65,150,60,115,60,115,359,30,1.2,47,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
360,Wynaut,Shadow Tag,psychic,Bright Pokemon,95,23,48,23,48,23,360,125,0.6,14,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
361,Snorunt,Inner Focus,ice,Snow Hat Pokemon,50,50,50,50,50,50,361,190,0.7,16.8,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
362,Glalie,Inner Focus,ice,Face Pokemon,80,120,80,120,80,100,362,75,1.5,256.5,3,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
363,Spheal,Thick Fat,ice,Clap Pokemon,70,40,50,55,50,25,363,255,0.8,39.5,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
364,Sealeo,Thick Fat,ice,Ball Roll Pokemon,90,60,70,75,70,45,364,120,1.1,87.6,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
365,Walrein,Thick Fat,ice,Ice Break Pokemon,110,80,90,95,90,65,365,45,1.4,150.6,3,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
366,Clamperl,Shell Armor,water,Bivalve Pokemon,35,64,85,74,55,32,366,255,0.4,52.5,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
367,Huntail,Swift Swim,water,Deep Sea Pokemon,55,104,105,94,75,52,367,60,1.7,27,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
368,Gorebyss,Swift Swim,water,South Sea Pokemon,55,84,105,114,75,52,368,60,1.8,22.6,3,0,50,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
369,Relicanth,Swift Swim,water,Longevity Pokemon,100,90,130,45,65,55,369,25,1,23.4,3,0,88.1,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
370,Luvdisc,Swift Swim,water,Rendezvous Pokemon,43,30,55,40,65,97,370,225,0.6,8.7,3,0,24.6,800000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
371,Bagon,Rock Head,dragon,Rock Head Pokemon,45,75,60,40,30,50,371,45,0.6,42.1,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
372,Shelgon,Rock Head,dragon,Endurance Pokemon,65,95,100,60,50,50,372,45,1.1,110.5,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
373,Salamence,Intimidate,dragon,Dragon Pokemon,95,145,130,120,90,120,373,45,1.5,102.6,3,0,50,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
374,Beldum,Clear Body,steel,Iron Ball Pokemon,40,55,80,35,60,30,374,3,0.6,95.2,3,0,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
375,Metang,Clear Body,steel,Iron Claw Pokemon,60,75,100,55,80,50,375,3,1.2,202.5,3,0,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
376,Metagross,Clear Body,steel,Iron Leg Pokemon,80,145,150,105,110,110,376,3,1.6,550,3,0,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
377,Regirock,Clear Body,rock,Rock Peak Pokemon,80,100,200,50,100,50,377,3,1.7,230,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
378,Regice,Clear Body,ice,Iceberg Pokemon,80,50,100,100,200,50,378,3,1.8,175,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
379,Registeel,Clear Body,steel,Iron Pokemon,80,75,150,75,150,50,379,3,1.9,205,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
380,Latias,Levitate,dragon,Eon Pokemon,80,100,120,140,150,110,380,3,1.4,40,3,1,0,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
381,Latios,Levitate,dragon,Eon Pokemon,80,130,100,160,120,110,381,3,2,60,3,1,100,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
382,Kyogre,Drizzle,water,Sea Basin Pokemon,100,150,90,180,160,90,382,3,4.5,352,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
383,Groudon,Drought,ground,Continent Pokemon,100,180,160,150,90,90,383,3,3.5,950,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
384,Rayquaza,Air Lock,dragon,Sky High Pokemon,105,180,100,180,100,115,384,45,7,206.5,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
385,Jirachi,Serene Grace,steel,Wish Pokemon,100,100,100,100,100,100,385,3,0.3,1.1,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
386,Deoxys,Pressure,psychic,DNA Pokemon,50,95,90,95,90,180,386,3,1.7,60.8,3,1,,1250000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
387,Turtwig,Overgrow,grass,Tiny Leaf Pokemon,55,68,64,45,55,31,387,45,0.4,10.2,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
388,Grotle,Overgrow,grass,Grove Pokemon,75,89,85,55,65,36,388,45,1.1,97,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
389,Torterra,Overgrow,grass,Continent Pokemon,95,109,105,75,85,56,389,45,2.2,310,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
390,Chimchar,Blaze,fire,Chimp Pokemon,44,58,44,58,44,61,390,45,0.5,6.2,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
391,Monferno,Blaze,fire,Playful Pokemon,64,78,52,78,52,81,391,45,0.9,22,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
392,Infernape,Blaze,fire,Flame Pokemon,76,104,71,104,71,108,392,45,1.2,55,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
393,Piplup,Torrent,water,Penguin Pokemon,53,51,53,61,56,40,393,45,0.4,5.2,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
394,Prinplup,Torrent,water,Penguin Pokemon,64,66,68,81,76,50,394,45,0.8,23,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
395,Empoleon,Torrent,water,Emperor Pokemon,84,86,88,111,101,60,395,45,1.7,84.5,4,0,88.1,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
396,Starly,Keen Eye,normal,Starling Pokemon,40,55,30,30,30,60,396,255,0.3,2,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
397,Staravia,Intimidate,normal,Starling Pokemon,55,75,50,40,40,80,397,120,0.6,15.5,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
398,Staraptor,Intimidate,normal,Predator Pokemon,85,120,70,50,60,100,398,45,1.2,24.9,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
399,Bidoof,Simple,normal,Plump Mouse Pokemon,59,45,40,35,40,31,399,255,0.5,20,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
400,Bibarel,Simple,normal,Beaver Pokemon,79,85,60,55,60,71,400,127,1,31.5,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
401,Kricketot,Shed Skin,bug,Cricket Pokemon,37,25,41,25,41,25,401,255,0.3,2.2,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
402,Kricketune,Swarm,bug,Cricket Pokemon,77,85,51,55,51,65,402,45,1,25.5,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
403,Shinx,Rivalry,electric,Flash Pokemon,45,65,34,40,34,45,403,235,0.5,9.5,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
404,Luxio,Rivalry,electric,Spark Pokemon,60,85,49,60,49,60,404,120,0.9,30.5,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
405,Luxray,Rivalry,electric,Gleam Eyes Pokemon,80,120,79,95,79,70,405,45,1.4,42,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
406,Budew,Natural Cure,grass,Bud Pokemon,40,30,35,50,70,55,406,255,0.2,1.2,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
407,Roserade,Natural Cure,grass,Bouquet Pokemon,60,70,65,125,105,90,407,75,0.9,14.5,4,0,50,1059860,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
408,Cranidos,Mold Breaker,rock,Head Butt Pokemon,67,125,40,30,30,58,408,45,0.9,31.5,4,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
409,Rampardos,Mold Breaker,rock,Head Butt Pokemon,97,165,60,65,50,58,409,45,1.6,102.5,4,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
410,Shieldon,Sturdy,rock,Shield Pokemon,30,42,118,42,88,30,410,45,0.5,57,4,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
411,Bastiodon,Sturdy,rock,Shield Pokemon,60,52,168,47,138,30,411,45,1.3,149.5,4,0,88.1,600000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
412,Burmy,Shed Skin,bug,Bagworm Pokemon,40,29,45,29,45,36,412,120,0.2,3.4,4,0,50,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
413,Wormadam,Anticipation,bug,Bagworm Pokemon,60,69,95,69,95,36,413,45,0.5,6.5,4,0,0,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
414,Mothim,Swarm,bug,Moth Pokemon,70,94,50,94,50,66,414,45,0.9,23.3,4,0,100,1000000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
